numero,intitule,classe,niveau,page
11,Réserves,1,2,3
12,Report à nouveau,1,2,3
13,Résultat net de l'exercice,1,2,3
14,Subventions d'investissement,1,2,3
15,Provisions réglementées et fonds assimilés,1,2,3
16,Emprunts et dettes assimilées,1,2,3
17,Dettes de location acquisition,1,2,3
18,Dettes liées à des participations et comptes de liaison des établissements et sociétés en participation,1,2,3
19,Provisions pour risques et charges,1,2,3
101,Capital social,1,3,3
102,Capital par dotation,1,3,3
103,Capital personnel,1,3,3
104,Compte de l'exploitant,1,3,3
105,Primes liées au capital social,1,3,3
106,Ecarts de réévaluation,1,3,3
109,"Apporteurs, capital souscrit, non appelé",1,3,3
111,RESERVE LEGALE,1,3,3
112,RESERVES STATUTAIRES OU CONTRACTUELLES,1,3,3
113,RESERVES REGLEMENTEES,1,3,3
118,AUTRES RESERVES,1,3,3
121,REPORT A NOUVEAU CREDITEUR,1,3,3
129,REPORT A NOUVEAU DEBITEUR,1,3,3
130,RESULTAT EN INSTANCE D'AFFECTATION,1,3,3
131,RESULTAT NET : BENEFICE,1,3,3
132,MARGE COMMERCIALE (M.C.),1,3,3
133,VALEUR AJOUTEE (V.A.),1,3,3
134,EXCEDENT BRUT D'EXPLOITATION (E.B.E.),1,3,3
135,RESULTAT D'EXPLOITATION (R.E.),1,3,3
136,RESULTAT FINANCIER (R.F .),1,3,3
137,RESULTAT DES ACTIVITES ORDINAIRES (R.A.O.),1,3,3
138,RESULTAT HORS ACTIVITES ORDINAIRES (R.H.A.O.),1,3,3
139,RESULTAT NET : PERTE,1,3,3
141,SUBVENTIONS D'EQUIPEMENT,1,3,3
148,AUTRES SUBVENTIONS D'INVESTISSEMENT,1,3,3
151,AMORTISSEMENTS DEROGATOIRES,1,3,3
152,PLUS-VALUES DE CESSION A REINVESTIR,1,3,3
153,FONDS REGLEMENTES,1,3,3
154,PROVISION SPECIALE DE REEVALUATION,1,3,3
155,PROVISIONS REGLEMENTEES RELATIVES AUX IMMOBILISATIONS,1,3,3
156,PROVISIONS REGLEMENTEES RELATIVES AUX STOCKS,1,3,3
157,PROVISIONS POUR INVESTISSEMENT,1,3,3
158,AUTRES PROVISIONS ET FONDS REGLEMENTES,1,3,3
161,EMPRUNTS OBLIGATAIRES,1,3,3
162,EMPRUNTS ET DETTES AUPRES DES ETABLISSEMENTS DE CREDIT,1,3,3
163,AVANCES REÇUES DE L'ETAT,1,3,3
164,AVANCES REÇUES ET COMPTES COURANTS BLOQUES,1,3,3
165,DEPÔTS ET CAUTIONNEMENTS REÇUS,1,3,3
166,INTERÊTS COURUS,1,3,4
167,AVANCES ASSORTIES DE CONDITIONS PARTICULIERES,1,3,4
168,AUTRES EMPRUNTS ET DETTES,1,3,4
172,DETTES DE LOCATION ACQUISITION/CREDIT- BAIL IMMOBILIER,1,3,4
173,DETTES DE LOCATION ACQUISITION/ CREDIT- BAIL MOBILIER,1,3,4
174,DETTES DE LOCATION ACQUISITION /LOCATION VENTE,1,3,4
176,INTERÊTS COURUS,1,3,4
178,DETTES D'AUTRES CONTRATS DE LOCATION ACQUISITION,1,3,4
181,DETTES LIEES A DES PARTICIPATIONS,1,3,4
182,DETTES LIEES A DES SOCIETES EN PARTICIPATION,1,3,4
183,INTERÊTS COURUS SUR DETTES LIEES A DES PARTICIPATIONS,1,3,4
184,COMPTES PERMANENTS BLOQUES DES ETABLISSEMENTS ET SUCCURSALES,1,3,4
185,COMPTES PERMANENTS NON BLOQUES DES ETABLISSEMENTS ET SUCCURSALES,1,3,4
186,COMPTES DE LIAISON CHARGES,1,3,4
187,COMPTES DE LIAISON PRODUITS,1,3,4
188,COMPTES DE LIAISON DES SOCIETES EN PARTICIPATION,1,3,4
191,PROVISIONS POUR LITIGES,1,3,4
192,PROVISIONS POUR GARANTIES DONNEES AUX CLIENTS,1,3,4
193,PROVISIONS POUR PERTES SUR MARCHES A ACHEVEMENT FUTUR,1,3,4
194,PROVISIONS POUR PERTES DE CHANGE,1,3,4
195,PROVISIONS POUR IMPÔTS,1,3,4
196,PROVISIONS POUR PENSIONS ET OBLIGATIONS SIMILAIRES,1,3,4
197,PROVISIONS POUR RESTRUCTURATION,1,3,4
198,AUTRES PROVISIONS POUR RISQUES ET CHARGES,1,3,4
1011,"Capital souscrit, non appelé",1,4,4
1012,"Capital souscrit, appelé, non versé",1,4,4
1013,"Capital souscrit, appelé, versé, non amorti",1,4,4
1014,"Capital souscrit, appelé, versé, amorti",1,4,4
1018,"Capital souscrit, soumis à des conditions particulières",1,4,4
1021,Dotation initiale,1,4,4
1022,Dotations complémentaires,1,4,4
1028,Autres dotations,1,4,4
1041,Apports temporaires,1,4,4
1042,Opérations courantes,1,4,4
1043,"Rémunérations, impôts, et autres charges personnelles",1,4,4
1047,Prélèvements d'autoconsommation,1,4,4
1048,Autres prélèvements,1,4,4
1051,Primes d'émission,1,4,4
1052,Primes d'apport,1,4,4
1053,Primes de fusion,1,4,4
1054,Primes de conversion,1,4,4
1058,Autres primes,1,4,4
1061,Ecarts de réévaluation légale,1,4,4
1062,Ecarts de réévaluation libre,1,4,4
1131,Réserves de plus-values nettes à long terme,1,4,4
1132,Réserves d'attribution gratuite d'actions au personnel salarié et aux dirigeants,1,4,4
1133,Réserves consécutives à l'octroi de subventions d'investissement,1,4,4
1134,Réserves de valeurs mobilières donnant accès au capital,1,4,4
1138,Autres réserves réglementées,1,4,4
1181,Réserves facultatives,1,4,4
1188,Réserves diverses,1,4,4
1291,Perte nette à reporter,1,4,5
1292,Perte-Amortissements réputés différés,1,4,5
1301,Résultat en instance d'affectation : Bénéfice,1,4,5
1309,Résultat en instance d'affectation : Perte,1,4,5
1381,"Résultat de fusion,",1,4,5
1382,Résultat d'apport partiel d'actif,1,4,5
1383,Résultat de scission,1,4,5
1384,Résultat de liquidation,1,4,5
1411,Etat,1,4,5
1412,Régions,1,4,5
1413,Départements,1,4,5
1414,Communes et collectivités publiques décentralisées,1,4,5
1415,Entités publiques ou mixtes,1,4,5
1416,Entreprises et organismes privés,1,4,5
1417,Organismes internationaux,1,4,5
1418,Autres,1,4,5
1531,Fonds national,1,4,5
1532,Prélèvement pour le Budget,1,4,5
1551,Reconstitution des gisements miniers et pétroliers,1,4,5
1561,Hausse de prix,1,4,5
1562,Fluctuation des cours,1,4,5
1611,Emprunts obligataires ordinaires,1,4,5
1612,Emprunts obligataires convertibles en actions,1,4,5
1613,Emprunts obligataires remboursables en actions,1,4,5
1618,Autres emprunts obligataires,1,4,5
1651,Dépôts,1,4,5
1652,Cautionnements,1,4,5
1661,166 · Interêts courus sur emprunts obligataires,1,4,5
1662,166 · Interêts courus sur emprunts et dettes auprès des établissements de crédit,1,4,5
1663,166 · Interêts courus sur avances reçues de l'Etat,1,4,5
1664,166 · Interêts courus sur avances reçues et comptes courants bloqués,1,4,5
1665,166 · Interêts courus sur dépôts et cautionnements reçus,1,4,5
1667,166 · Interêts courus sur avances assorties de conditions particulières,1,4,5
1668,166 · Interêts courus sur autres emprunts et dettes,1,4,5
1671,Avances bloquées pour augmentation du capital,1,4,5
1672,Avances conditionnées par l'Etat,1,4,5
1673,Avances conditionnées par les autres organismes africains,1,4,5
1674,Avances conditionnées par les organismes internationaux,1,4,5
1676,Droits du concédant exigibles en nature,1,4,5
1681,Rentes viagères capitalisées,1,4,5
1682,Billets de fonds,1,4,5
1683,Dettes consécutives à des titres empruntés,1,4,5
1685,Emprunts participatifs,1,4,5
1686,Participation des travailleurs aux bénéfices,1,4,5
1762,176 · Interêts courus sur dettes de location acquisition/crédit-bail immobilier,1,4,5
1763,176 · Interêts courus sur dettes de location acquisition/crédit-bail mobilier,1,4,6
1764,176 · Interêts courus sur dettes de location acquisition/location vente,1,4,6
1768,176 · Interêts courus sur autres dettes de location acquisition,1,4,6
1811,Dettes liées à des participations (groupe),1,4,6
1812,Dettes liées à des participations (hors groupe),1,4,6
1961,Provisions pour pensions et obligations similaires – engagement de retraite,1,4,6
1962,Actif du régime de retraite,1,4,6
1981,Provisions pour amendes et pénalités,1,4,6
1983,Provisions de propre assureur,1,4,6
1984,Provisions pour démantèlement et remise en état,1,4,6
1985,"Provisions de droits à déduction (Chèques cadeau, cartes de fidélité…)",1,4,6
1988,Autres provisions pour risques et charges,1,4,6
21,Immobilisations incorporelles,2,2,6
22,Terrains,2,2,6
23,"Bâtiments, installations techniques et agencements",2,2,6
24,"Matériel, Mobilier et Actifs biologiques",2,2,6
25,Avances et acomptes versés sur immobilisations,2,2,6
26,Titres de participation,2,2,6
27,Autres immobilisations financières,2,2,6
28,Amortissements,2,2,6
29,Dépréciations,2,2,6
211,FRAIS DE DEVELOPPEMENT,2,3,6
212,"BREVETS, LICENCES, CONCESSIONS ET DROITS SIMILAIRES",2,3,6
213,LOGICIELS ET SITES INTERNET,2,3,6
214,MARQUES,2,3,6
215,FONDS COMMERCIAL,2,3,6
216,DROIT AU BAIL,2,3,6
217,INVESTISSEMENTS DE CREATION,2,3,6
218,AUTRES DROITS ET VALEURS INCORPORELS,2,3,6
219,IMMOBILISATIONS INCORPORELLES EN COURS,2,3,6
221,TERRAINS AGRICOLES ET FORESTIERS,2,3,6
222,TERRAINS NUS,2,3,6
223,TERRAINS BÂTIS,2,3,6
224,TRAVAUX DE MISE EN VALEUR DES TERRAINS,2,3,6
225,TERRAINS CARRIERES TREFONDS,2,3,6
226,TERRAINS AMENAGES,2,3,6
227,TERRAINS MIS EN CONCESSION,2,3,6
228,AUTRES TERRAINS,2,3,6
229,AMENAGEMENTS DE TERRAINS EN COURS,2,3,6
231,"BÂTIMENTS INDUSTRIELS, AGRICOLES, ADMINISTRATIFS ET COMMERCIAUX SUR SOL PROPRE",2,3,6
232,"BÂTIMENTS INDUSTRIELS AGRICOLES, ADMINISTRATIFS ET COMMERCIAUX SUR SOL D'AUTRUI",2,3,6
233,OUVRAGES D'INFRASTRUCTURE,2,3,6
234,INSTALLATIONS TECHNIQUES,2,3,6
235,AMENAGEMENTS DE BUREAUX,2,3,6
237,"BÂTIMENTS INDUSTRIELS, AGRICOLES ET COMMERCIAUX MIS EN CONCESSION",2,3,7
238,AUTRES INSTALLATIONS ET AGENCEMENTS,2,3,7
239,BÂTIMENTS ET INSTALLATIONS EN COURS,2,3,7
241,MATERIEL ET OUTILLAGE INDUSTRIEL ET COMMERCIAL,2,3,7
242,MATERIEL ET OUTILLAGE AGRICOLE,2,3,7
243,MATERIEL D'EMBALLAGE RECUPERABLE ET IDENTIFIABLE,2,3,7
244,MATERIEL ET MOBILIER,2,3,7
245,MATERIEL DE TRANSPORT,2,3,7
246,ACTIFS BIOLOGIQUES,2,3,7
247,"AGENCEMENTS, AMENAGEMENTS DU MATERIEL ET ACTIFS BIOLOGIQUES",2,3,7
248,AUTRES MATERIELS ET MOBILIERS,2,3,7
249,MATERIEL ET ACTIFS BIOLOGIQUES EN COURS,2,3,7
251,AVANCES ET ACOMPTES VERSÉS SUR IMMOBILISATIONS INCORPORELLES,2,3,7
252,AVANCES ET ACOMPTES VERSÉS SUR IMMOBILISATIONS CORPORELLES,2,3,7
261,TITRES DE PARTICIPATION DANS DES SOCIETES SOUS CONTRÔLE EXCLUSIF,2,3,7
262,TITRES DE PARTICIPATION DANS DES SOCIETES SOUS CONTRÔLE CONJOINT,2,3,7
263,TITRES DE PARTICIPATION DANS DES SOCIETES CONFERANT UNE INFLUENCE NOTABLE,2,3,7
265,PARTICIPATIONS DANS DES ORGANISMES PROFESSIONNELS,2,3,7
266,PARTS DANS DES GROUPEMENTS D'INTERÊT ECONOMIQUE (G.I.E.),2,3,7
268,AUTRES TITRES DE PARTICIPATION,2,3,7
271,PRÊTS ET CREANCES,2,3,7
272,PRÊTS AU PERSONNEL,2,3,7
273,CREANCES SUR L'ETAT,2,3,7
274,TITRES IMMOBILISES,2,3,7
275,DEPÔTS ET CAUTIONNEMENTS VERSES,2,3,7
276,INTERÊTS COURUS,2,3,7
277,CREANCES RATTACHEES A DES PARTICIPATIONS ET AVANCES A DES G.I.E.,2,3,7
278,IMMOBILISATIONS FINANCIERES DIVERSES,2,3,7
281,AMORTISSEMENTS DES IMMOBILISATIONS INCORPORELLES,2,3,7
282,AMORTISSEMENTS DES TERRAINS,2,3,7
283,"AMORTISSEMENTS DES BÂTIMENTS, INSTALLATIONS TECHNIQUES ET AGENCEMENTS",2,3,7
284,AMORTISSEMENTS DU MATERIEL,2,3,7
291,DEPRECIATIONS DES IMMOBILISATIONS NCORPORELLES,2,3,7
292,DEPRECIATIONS DES TERRAINS,2,3,7
293,"DEPRECIATIONS DES BÂTIMENTS, INSTALLATIONS TECHNIQUES ET AGENCEMENTS",2,3,7
294,"DEPRECIATIONS DU MATERIEL, DU MOBILIER ET DE L'ACTIF BIOLOGIQUE",2,3,7
295,DEPRECIATIONS DES AVANCES ET ACOMPTES VERSES SUR IMMOBILISATIONS,2,3,7
296,DEPRECIATIONS DES TITRES DE PARTICIPATION,2,3,7
297,DEPRECIATIONS DES AUTRES IMMOBILISATIONS FINANCIERES,2,3,7
2121,Brevets,2,4,7
2122,Licences,2,4,7
2123,Concessions de service public,2,4,7
2128,Autres concessions et droits similaires,2,4,7
2131,Logiciels,2,4,7
2132,Sites internet,2,4,7
2181,Frais de prospection et d'évaluation de ressources minérales,2,4,7
2182,Coûts d'obtention du contrat,2,4,7
2183,"Fichiers clients, notices, titres de journaux et magazines",2,4,7
2188,Divers droits et valeurs incorporelles,2,4,7
2191,Frais de développement,2,4,7
2193,Logiciels,2,4,7
2198,Autres droits et valeurs incorporels,2,4,8
2211,Terrains d'exploitation agricole,2,4,8
2212,Terrains d'exploitation forestière,2,4,8
2218,Autres terrains,2,4,8
2221,Terrains à bâtir,2,4,8
2228,Autres terrains nus,2,4,8
2231,223 · Terrains bâtis pour bâtiments industriels et agricoles,2,4,8
2232,223 · Terrains bâtis pour bâtiments administratifs et commerciaux,2,4,8
2234,223 · Terrains bâtis pour bâtiments affectés aux autres opérations professionnelles,2,4,8
2235,223 · Terrains bâtis pour bâtiments affectés aux autres opérations non professionnelles,2,4,8
2238,Autres terrains bâtis,2,4,8
2241,Plantations d'arbres et d'arbustes,2,4,8
2245,Améliorations du fonds,2,4,8
2248,Autres travaux,2,4,8
2251,Carrières,2,4,8
2261,Parkings,2,4,8
2281,Terrains des immeubles de placement,2,4,8
2285,Terrains des logements affectés au personnel,2,4,8
2286,Terrain location-acquisition,2,4,8
2288,Autres,2,4,8
2291,Terrains agricoles et forestiers,2,4,8
2292,Terrains nus,2,4,8
2295,Terrains de carrières – tréfonds,2,4,8
2298,Autres terrains,2,4,8
2311,Bâtiments industriels,2,4,8
2312,Bâtiments agricoles,2,4,8
2313,Bâtiments administratifs et commerciaux,2,4,8
2314,Bâtiments affectés au logement du personnel,2,4,8
2315,Immeubles de placement,2,4,8
2316,Bâtiments de location acquisition,2,4,8
2321,Bâtiments industriels,2,4,8
2322,Bâtiments agricoles,2,4,8
2323,Bâtiments administratifs et commerciaux,2,4,8
2324,Bâtiments affectés au logement du personnel,2,4,8
2325,Immeubles de placement,2,4,8
2326,Bâtiment de location-acquisition,2,4,8
2331,Voies de terre,2,4,8
2332,Voies de fer,2,4,8
2333,Voies d'eau,2,4,8
2334,"Barrages, Digues",2,4,8
2335,Pistes d'aérodrome,2,4,8
2338,Autres,2,4,8
2341,Installations complexes spécialisées sur sol propre,2,4,8
2342,Installations complexes spécialisées sur sol d'autrui,2,4,8
2343,Installations à caractère spécifique sur sol propre,2,4,8
2344,Installations à caractère spécifique sur sol d'autrui,2,4,8
2345,Aménagements et agencements des bâtiments,2,4,8
2351,Installations générales,2,4,8
2358,Autres,2,4,9
2391,Bâtiments en cours,2,4,9
2392,Installations en cours,2,4,9
2393,Aménagements et agencements,2,4,9
2411,Matériel industriel,2,4,9
2412,Outillage industriel,2,4,9
2413,Matériel commercial,2,4,9
2414,Outillage commercial,2,4,9
2416,Matériel et outillage de location acquisition,2,4,9
2421,Matériel agricole,2,4,9
2422,Outillage agricole,2,4,9
2426,Matériel et outillage agricole de location – acquisition,2,4,9
2441,Matériel de bureau,2,4,9
2442,Matériel informatique,2,4,9
2443,Matériel bureautique,2,4,9
2444,Mobilier de bureau,2,4,9
2446,Matériel et mobilier de location- acquisition,2,4,9
2447,Matériel et mobilier des logements affectés au personnel,2,4,9
2451,Matériel automobile,2,4,9
2452,Matériel ferroviaire,2,4,9
2453,"Matériel fluvial, lagunaire",2,4,9
2454,Matériel naval,2,4,9
2455,Matériel aérien,2,4,9
2456,Matériel de transport de location-acquisition,2,4,9
2457,Matériel hippomobile,2,4,9
2458,"Autres (vélo, mobylette, moto)",2,4,9
2461,"Cheptel, animaux de trait",2,4,9
2462,"Cheptel, animaux reproducteurs",2,4,9
2463,Animaux de garde,2,4,9
2465,Plantations agricoles,2,4,9
2468,Autres,2,4,9
2471,Agencements et aménagements du matériel,2,4,9
2472,Agencements et aménagements des actifs biologiques,2,4,9
2481,Collections et œuvres d'art,2,4,9
2491,Matériel et outillage industriel et commercial,2,4,9
2492,Matériel et outillage agricole,2,4,9
2493,Matériel d'emballage récupérable et identifiable,2,4,9
2494,Matériel et mobilier de bureau,2,4,9
2495,Matériel de transport,2,4,9
2496,Actifs biologiques,2,4,9
2497,Agencements et aménagements du matériel et des actifs biologiques,2,4,9
2498,Autres matériels,2,4,9
2711,Prêts participatifs,2,4,9
2712,Prêts aux associés,2,4,9
2713,Billets de fonds,2,4,9
2714,Créances de location financement,2,4,9
2715,Titres prêtés,2,4,9
2721,Prêts immobiliers,2,4,9
2722,Prêts mobiliers et d'installation,2,4,9
2728,Autres prêts (frais d'études),2,4,9
2731,Retenues de garantie,2,4,9
2733,Fonds réglementé,2,4,10
2734,Créances sur le concédant,2,4,10
2738,Autres,2,4,10
2741,Titres immobilisés de l'activité de portefeuille (T.I.A.P .),2,4,10
2742,Titres participatifs,2,4,10
2743,Certificats d'investissement,2,4,10
2744,Parts de fonds commun de placement (F .C.P .),2,4,10
2745,Obligations,2,4,10
2746,Actions ou parts propres,2,4,10
2748,Autres titres immobilisés,2,4,10
2751,Dépôts pour loyers d'avance,2,4,10
2752,Dépôts pour l'électricité,2,4,10
2753,Dépôts pour l'eau,2,4,10
2754,Dépôts pour le gaz,2,4,10
2755,"Dépôts pour le téléphone, le télex, la télécopie",2,4,10
2756,Cautionnements sur marchés publics,2,4,10
2757,Cautionnements sur autres opérations,2,4,10
2758,Autres dépôts et cautionnements,2,4,10
2761,Prêts et créances non commerciales,2,4,10
2762,Prêts au personnel,2,4,10
2763,Créances sur l'Etat,2,4,10
2764,Titres immobilisés,2,4,10
2765,Dépôts et cautionnements versés,2,4,10
2766,Créances de location financement,2,4,10
2767,Créances rattachées à des participations,2,4,10
2768,Immobilisations financières diverses,2,4,10
2771,Créances rattachées à des participations (groupe),2,4,10
2772,Créances rattachées à des participations (hors groupe),2,4,10
2773,Créances rattachées à des sociétés en participation,2,4,10
2774,Avances à des groupements d'intérêt économique (G.I.E.),2,4,10
2781,Créances diverses groupe,2,4,10
2782,Créances diverses hors groupe,2,4,10
2784,Banques dépôt à terme,2,4,10
2785,Or et métaux précieux (1),2,4,10
2811,Amortissements des frais de développement,2,4,10
2812,"Amortissements des brevets, licences, concessions et droits similaires",2,4,10
2813,Amortissements des logiciels et sites internet,2,4,10
2814,Amortissements des marques,2,4,10
2815,Amortissements du fonds commercial,2,4,10
2816,Amortissements du droit au bail,2,4,10
2817,Amortissements des investissements de création,2,4,10
2818,Amortissements des autres droits et valeurs incorporels,2,4,10
2821,Amortissements des terrains agricoles et forestiers,2,4,10
2824,Amortissements des travaux de mise en valeur des terrains,2,4,10
2825,Amortissements des terrains de gisement,2,4,10
2831,"Amortissements des bâtiments industriels, agricoles, administratifs et commerciaux sur sol propre",2,4,10
2832,"Amortissements des bâtiments industriels, agricoles, administratifs et commerciaux sur sol d'autrui",2,4,10
2833,Amortissements des ouvrages d'infrastructure,2,4,10
2834,"Amortissements des aménagements, agencements et installations techniques",2,4,10
2835,Amortissements des aménagements de bureaux,2,4,11
2837,"Amortissements de bâtiments industriels, agricoles et commerciaux mis en concession",2,4,11
2838,Amortissements des autres installations et agencements,2,4,11
2841,Amortissements du matériel et outillage industriel et commercial,2,4,11
2842,Amortissements du matériel et outillage agricole,2,4,11
2843,Amortissements du matériel d'emballage récupérable et identifiable,2,4,11
2844,Amortissements du matériel et mobilier,2,4,11
2845,Amortissements du matériel de transport,2,4,11
2846,Amortissements des actifs biologiques,2,4,11
2847,Amortissements des agencements et aménagements du matériel et des actifs biologiques,2,4,11
2848,Amortissements des autres matériels,2,4,11
2911,Dépréciations des frais de développement,2,4,11
2912,"Dépréciations des brevets, licences, marques concessions et droits similaires",2,4,11
2913,Dépréciations des logiciels et sites internet,2,4,11
2914,Dépréciations des marques,2,4,11
2915,Dépréciations du fonds commercial,2,4,11
2916,Dépréciations du droit au bail,2,4,11
2917,Dépréciations des investissements de création,2,4,11
2918,Dépréciations des autres droits et valeurs incorporels,2,4,11
2919,Dépréciations des immobilisations incorporelles en cours,2,4,11
2921,Dépréciations des terrains agricoles et forestiers,2,4,11
2922,Dépréciations des terrains nus,2,4,11
2923,Dépréciations des terrains bâtis,2,4,11
2924,Dépréciations des travaux de mise en valeur des terrains,2,4,11
2925,Dépréciations des terrains de gisement,2,4,11
2926,Dépréciations des terrains aménagés,2,4,11
2927,Dépréciations des terrains mis en concession,2,4,11
2928,Dépréciations des autres terrains,2,4,11
2929,Dépréciations des aménagements de terrains en cours,2,4,11
2931,"Dépréciations des bâtiments industriels, agricoles, administratifs et commerciaux sur sol propre",2,4,11
2932,"Dépréciations des bâtiments industriels, agricoles, administratifs et commerciaux sur sol d'autrui",2,4,11
2933,Dépréciations des ouvrages d'infrastructures,2,4,11
2934,"Dépréciations des aménagements, agencements et installations techniques",2,4,11
2935,Dépréciations des aménagements de bureaux,2,4,11
2937,"Dépréciations des bâtiments industriels, agricoles et commerciaux mis en concession",2,4,11
2938,Dépréciations des autres installations et agencements,2,4,11
2939,Dépréciations des bâtiments et installations en cours,2,4,11
2941,Dépréciations du matériel et outillage industriel et commercial,2,4,11
2942,Dépréciations du matériel et outillage agricole,2,4,11
2943,Dépréciations du matériel d'emballage récupérable et identifiable,2,4,11
2944,Dépréciations du matériel et mobilier,2,4,11
2945,Dépréciations du matériel de transport,2,4,11
2946,Dépréciations des actifs biologiques,2,4,11
2947,Dépréciations des agencements et aménagements du matériel et des actifs biologiques,2,4,11
2948,Dépréciations des autres matériels,2,4,11
2949,Dépréciations du matériel en cours,2,4,11
2951,Dépréciations des avances et acomptes versés sur immobilisations incorporelles,2,4,11
2952,Dépréciations des avances et acomptes versés sur immobilisations corporelles,2,4,12
2961,Dépréciations des titres de participation dans des sociétés sous contrôle exclusif,2,4,12
2962,Dépréciations des titres de participation dans les sociétés sous contrôle conjoint,2,4,12
2963,Dépréciations des titres de participation dans les sociétés conférant une influence notable,2,4,12
2965,Dépréciations des participations dans des organismes professionnels,2,4,12
2966,Dépréciations des parts dans des G.I.E.,2,4,12
2968,Dépréciations des autres titres de participation,2,4,12
2971,Dépréciations des prêts et créances,2,4,12
2972,Dépréciations des prêts au personnel,2,4,12
2973,Dépréciations des créances sur l'Etat,2,4,12
2974,Dépréciations des titres immobilisés,2,4,12
2975,Dépréciations des dépôts et cautionnements versés,2,4,12
2977,Dépréciations des créances rattachées à des participations et avances à des G.I.E.,2,4,12
2978,Dépréciations des créances financières diverses,2,4,12
31,Marchandises,3,2,12
32,Matières premières et fournitures liées,3,2,12
33,FOURNITURES D'ATELIER ET D'USINE,3,2,12
34,Produits en cours,3,2,12
35,Services en cours,3,2,12
36,Produits finis,3,2,12
37,Produits intermédiaires et résiduels,3,2,12
38,"Stocks en cours de route, en consignation ou en dépôt",3,2,12
39,Dépréciations des stocks et encours de production,3,2,12
311,MARCHANDISES A,3,3,12
312,MARCHANDISES B,3,3,12
318,MARCHANDISES HORS ACTIVITES ORDINAIRES (H.A.O.),3,3,12
321,MATIERES A,3,3,12
322,MATIERES B,3,3,12
323,"FOURNITURES (A, B)",3,3,12
331,MATIERES CONSOMMABLES,3,3,12
333,FOURNITURES DE MAGASIN,3,3,12
334,FOURNITURES DE BUREAU,3,3,12
335,EMBALLAGES,3,3,12
338,AUTRES MATIERES,3,3,12
341,PRODUITS EN COURS,3,3,12
342,TRAVAUX EN COURS,3,3,12
343,PRODUITS INTERMEDIAIRES EN COURS,3,3,12
344,PRODUITS RESIDUELS EN COURS,3,3,12
351,ETUDES EN COURS,3,3,12
352,PRESTATIONS DE SERVICES EN COURS,3,3,12
361,PRODUITS FINIS A,3,3,12
362,PRODUITS FINIS B,3,3,12
371,PRODUITS INTERMEDIAIRES,3,3,12
372,PRODUITS RESIDUELS,3,3,12
381,MARCHANDISES EN COURS DE ROUTE,3,3,12
382,MATIERES PREMIERES ET FOURNITURES LIEES EN COURS DE ROUTE,3,3,12
383,AUTRES APPROVISIONNEMENTS EN COURS DE ROUTE,3,3,12
386,PRODUITS FINIS EN COURS DE ROUTE,3,3,13
387,STOCK EN CONSIGNATION OU EN DEPÔT,3,3,13
388,STOCK PROVENANT D'IMMOBILISATIONS MISES HORS SERVICE OU AU REBUT,3,3,13
391,DEPRECIATIONS DES STOCKS DE MARCHANDISES,3,3,13
392,DEPRECIATIONS DES STOCKS DE MATIERES PREMIERES ET FOURNITURES LIEES,3,3,13
393,DEPRECIATIONS DES STOCKS D'AUTRES APPROVISIONNEMENTS,3,3,13
394,DEPRECIATIONS DES PRODUITS EN COURS,3,3,13
395,DEPRECIATIONS DES SERVICES EN COURS,3,3,13
396,DEPRECIATIONS DES STOCKS DE PRODUITS FINIS,3,3,13
397,DEPRECIATIONS DES STOCKS DE PRODUITS INTERMEDIAIRES ET RESIDUELS,3,3,13
398,"DEPRECIATIONS DES STOCKS EN COURS DE ROUTE, EN CONSIGNATION OU EN DEPÔT",3,3,13
3111,Marchandises A1,3,4,13
3112,Marchandises A2,3,4,13
3121,Marchandises B1,3,4,13
3122,Marchandises B2,3,4,13
3351,Emballages perdus,3,4,13
3352,Emballages récupérables non identifiables,3,4,13
3353,Emballages à usage mixte,3,4,13
3358,Autres emballages,3,4,13
3411,Produits en cours P1,3,4,13
3412,Produits en cours P2,3,4,13
3421,Travaux en cours T1,3,4,13
3422,Travaux en cours T2,3,4,13
3431,Produits intermédiaires A,3,4,13
3432,Produits intermédiaires B,3,4,13
3441,Produits résiduels A,3,4,13
3442,Produits résiduels B,3,4,13
3511,Etudes en cours E1,3,4,13
3512,Etudes en cours E2,3,4,13
3521,Prestations de services S1,3,4,13
3522,Prestations de services S2,3,4,13
3711,Produits intermédiaires A,3,4,13
3712,Produits intermédiaires B,3,4,13
3721,Déchets,3,4,13
3722,Rebuts,3,4,13
3723,Matières de récupération,3,4,13
3871,Stock en consignation,3,4,13
3872,Stock en dépôt,3,4,13
40,Fournisseurs et comptes rattachés,4,2,13
41,Clients et comptes rattachés,4,2,13
42,Personnel,4,2,13
43,Organismes sociaux,4,2,13
44,Etat et Collectivités publiques,4,2,13
45,Organismes internationaux,4,2,13
46,"Apporteurs, Associés et Groupe",4,2,13
47,Débiteurs et créditeurs divers,4,2,13
48,Créances et dettes hors activités ordinaires,4,2,13
49,Dépréciations et provisions pour risques à court terme (Tiers),4,2,13
401,"FOURNISSEURS, DETTES EN COMPTE",4,3,14
402,"FOURNISSEURS, EFFETS A PAYER",4,3,14
408,"FOURNISSEURS, FACTURES NON PARVENUES",4,3,14
409,FOURNISSEURS DEBITEURS,4,3,14
411,CLIENTS,4,3,14
412,"CLIENTS, EFFETS A RECEVOIR EN PORTEFEUILLE",4,3,14
414,CREANCES SUR CESSIONS COURANTES D'IMMOBILISATIONS,4,3,14
