numero,intitule,classe,niveau,page
7722,Revenus des autres titres immobilisés,7,4,28
7745,Revenus des obligations,7,4,28
7746,Revenus des titres de placement,7,4,28
7781,778 · Gains sur risques financiers sur rentes viagères,7,4,28
7782,778 · Gains sur risques financiers sur opérations financières,7,4,28
7784,778 · Gains sur risques financiers sur instruments de trésorerie,7,4,28
7791,779 · Reprises de charges pour dépréciations et provisions pour risques à court terme financieres sur risques financiers,7,4,28
7795,779 · Reprises de charges pour dépréciations et provisions pour risques à court terme financieres sur titres de placement,7,4,28
7798,779 · Reprises de charges pour dépréciations et provisions pour risques à court terme financieres sur Autres charges pour dépréciations et provisions pour risques à court terme financières,7,4,28
7911,791 · Reprises de provisions et de depreciations d’exploitation pour risques et charges,7,4,29
7913,791 · Reprises de provisions et de depreciations d’exploitation des immobilisations incorporelles,7,4,29
7914,791 · Reprises de provisions et de depreciations d’exploitation des immobilisations corporelles,7,4,29
7971,797 · Reprises de provisions et de dépréciations financières pour risques et charges,7,4,29
7972,797 · Reprises de provisions et de dépréciations financières des immobilisations financières,7,4,29
81,Valeurs comptables des cessions d'immobilisations,8,2,29
82,Produits des cessions d'immobilisations,8,2,29
83,Charges hors activités ordinaires,8,2,29
84,Produits hors activités ordinaires,8,2,29
85,Dotations hors activités ordinaires,8,2,29
86,"Reprises de charges, provisions et dépréciations HAO",8,2,29
87,Participation des travailleurs,8,2,29
88,Subventions d'équilibre,8,2,29
89,Impôts sur le résultat,8,2,29
811,IMMOBILISATIONS INCORPORELLES,8,3,29
812,IMMOBILISATIONS CORPORELLES,8,3,29
816,IMMOBILISATIONS FINANCIERES,8,3,29
821,IMMOBILISATIONS INCORPORELLES,8,3,29
822,IMMOBILISATIONS CORPORELLES,8,3,29
826,IMMOBILISATIONS FINANCIERES,8,3,29
831,CHARGES H.A.O. CONSTATEES,8,3,29
833,CHARGES LIEES AUX OPERATIONS DE RESTRUCTURATION,8,3,29
834,PERTES SUR CRÉANCES H.A.O.,8,3,29
835,DONS ET LIBÉRALITÉS ACCORDÉS,8,3,29
836,Abandons de créances consentis,8,3,29
837,CHARGES LIEES AUX OPERATIONS DE LIQUIDATION,8,3,29
839,CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUES A COURT TERME H.A.O.,8,3,29
841,PRODUITS H.A.O. CONSTATES,8,3,29
843,PRODUITS LIES AUX OPERATIONS DE RESTRUCTURATION,8,3,29
845,DONS ET LIBÉRALITÉS OBTENUS,8,3,29
846,ABANDONS DE CREANCES OBTENUS,8,3,29
847,PRODUITS LIES AUX OPERATIONS DE LIQUIDATION,8,3,29
848,TRANSFERTS DE CHARGES H.A.O.,8,3,29
849,REPRISES DE CHARGES POUR DEPRECIATIONS ET PROVISIONS POUR RISQUES A COURT TERME H.A.O.,8,3,29
851,DOTATIONS AUX PROVISIONS REGLEMENTEES,8,3,29
852,DOTATIONS AUX AMORTISSEMENTS H.A.O.,8,3,29
853,DOTATIONS AUX DEPRECIATIONS H.A.O.,8,3,29
854,DOTATIONS AUX PROVISIONS POUR RISQUES ET CHARGES H.A.O.,8,3,29
858,AUTRES DOTATIONS H.A.O.,8,3,29
861,REPRISES DE PROVISIONS REGLEMENTEES,8,3,29
862,REPRISES D'AMORTISSEMENTS H.A.O.,8,3,29
863,REPRISES DE DEPRECIATIONS H.A.O.,8,3,29
864,REPRISES DE PROVISIONS POUR RISQUES ET CHARGES H.A.O.,8,3,29
868,AUTRES REPRISES H.A.O.,8,3,30
871,PARTICIPATION LÉGALE AUX BÉNÉFICES,8,3,30
872,PARTICIPATION CONTRACTUELLE AUX BÉNÉFICES,8,3,30
878,AUTRES PARTICIPATIONS,8,3,30
881,ETAT,8,3,30
884,COLLECTIVITÉS PUBLIQUES,8,3,30
886,GROUPE,8,3,30
888,AUTRES,8,3,30
891,IMPÔTS SUR LES BENEFICES DE L'EXERCICE,8,3,30
892,RAPPELS D'IMPÔTS SUR RESULTATS ANTERIEURS,8,3,30
895,IMPÔT MINIMUM FORFAITAIRE (I.M.F .),8,3,30
899,DÉGREVEMENTS ET ANNULATIONS D'IMPÔTS SUR RÉSULTATS ANTÉRIEURS,8,3,30
8911,Activités exercées dans l'Etat,8,4,30
8912,Activités exercées dans les autres Etats de la Région,8,4,30
8913,Activités exercées hors Région,8,4,30
8991,Dégrèvements,8,4,30
8994,Annulations pour pertes rétroactives,8,4,30
92,COMPTES REFLECHIS,9,2,30
93,COMPTES DE RECLASSEMENTS,9,2,30
94,COMPTES DE COÛTS,9,2,30
95,COMPTES DE STOCKS,9,2,30
96,COMPTES D'ECARTS SUR COÛTS PREETABLIS,9,2,30
97,COMPTES DE DIFFERENCES DE TRAITEMENT COMPTABLE,9,2,30
98,COMPTES DE RESULTATS,9,2,30
99,COMPTES DE LIAISONS INTERNES,9,2,30
914,Contreparties des comptes 901 à 904,9,3,30
915,Contreparties des comptes 905 à 908,9,3,30
9011,Crédits confirmés obtenus,9,4,30
9012,Emprunts restant à encaisser,9,4,30
9013,Facilités de financement renouvelables,9,4,30
9014,Facilités d'émission,9,4,30
9018,Autres engagements de financement obtenus,9,4,30
9021,Avals obtenus,9,4,30
9022,"Cautions, garanties obtenues",9,4,30
9023,Hypothèques obtenues,9,4,30
9024,Effets endossés par des tiers,9,4,30
9028,Autres garanties obtenues,9,4,30
9031,Achats de marchandises à terme,9,4,30
9032,Achats à terme de devises,9,4,30
9033,Commandes fermes des clients,9,4,30
9038,Autres engagements réciproques,9,4,30
9041,Abandons de créances conditionnels,9,4,30
9043,Ventes avec clause de réserve de propriété,9,4,30
9048,Divers engagements obtenus,9,4,30
9051,Crédits accordés non décaissés,9,4,30
9058,Autres engagements de financement accordés,9,4,30
9061,Avals accordés,9,4,31
9062,"Cautions, garanties accordées",9,4,31
9063,Hypothèques accordées,9,4,31
9064,Effets endossés par l'entité,9,4,31
9068,Autres garanties accordées,9,4,31
9071,Ventes de marchandises à terme,9,4,31
9072,Ventes à terme de devises,9,4,31
9073,Commandes fermes aux fournisseurs,9,4,31
9078,Autres engagements réciproques,9,4,31
9081,Annulations conditionnelles de dettes,9,4,31
9083,Achats avec clause de réserve de propriété,9,4,31
9088,Divers engagements accordés,9,4,31
9151,Contrepartie du compte 9051 (crédits accordés non décaissés),9,4,31
9183,Contrepartie du compte 9083 (achats avec clause de réserve de propriété),9,4,31
